id,Y0,Y1,channel,recency,frequency,monetary
30211,274.1787888,285.0302719,Organic,9,12,57.36553841
30212,105.9564016,219.8761264,Organic,13,10,34.26849694
30213,208.9752873,226.7744922,Referral,13,15,93.09192442
30214,232.8778414,202.8657706,Organic,9,15,78.98907174
30215,110.3463074,244.129703,Ad,13,8,99.95488887
30216,273.3628096,357.6644864,Organic,8,4,123.3441597
30217,337.3735734,259.2544353,Organic,7,9,157.4126803
30218,337.654647,176.7456091,Ad,14,8,70.25472137
30219,177.860576,265.4414374,Referral,14,20,110.8955734
30220,273.0797002,260.4758347,Organic,7,8,154.032091
30221,172.0857994,90.92698355,Ad,18,18,113.3712322
30222,166.0044916,201.7442565,Organic,18,20,122.3692056
30223,212.8733414,214.6456708,Organic,9,24,70.17522545
30224,90.64653818,215.1741756,Referral,9,11,33.05692127
30225,228.0522727,130.9126312,Ad,13,13,63.86493519
30226,146.5848617,169.4085886,Organic,28,22,193.4590927
30227,172.4376303,247.1769412,Ad,18,19,96.9313454
30228,219.9214592,115.5158416,Ad,25,15,113.5253372
30229,104.7989306,94.54612929,Referral,19,17,47.63047116
30230,270.3598157,140.6825482,Organic,17,20,52.085919
30231,243.791479,287.0467855,Organic,9,5,136.9480826
30232,123.3201511,165.252452,Ad,9,10,27.33600841
30233,172.292979,132.647563,Ad,24,22,124.9976109
30234,202.3447883,166.0880047,Ad,27,27,44.58512009
30235,138.0289263,117.8781934,Organic,20,20,80.67196627
30236,250.4047725,191.2558224,Ad,9,8,130.6362412
30237,325.6554173,68.62860445,Organic,22,23,52.98548496
30238,144.619519,190.0921211,Referral,9,4,3.35032609
30239,192.939279,273.0982327,Referral,12,16,39.05493521
30240,195.5898469,196.3097429,Organic,9,5,100.0986652
30241,190.172095,245.5117741,Organic,26,31,42.89591235
30242,309.4329748,278.6654428,Ad,6,3,91.14287865
30243,148.963757,176.7865441,Ad,11,12,109.9938647
30244,153.7950323,328.255956,Organic,9,5,157.1883455
30245,128.5882099,188.0067364,Ad,14,7,74.4162965
30246,188.3915189,277.7096619,Ad,19,9,77.6854766
30247,240.510295,199.9759338,Ad,28,24,136.0155512
30248,112.9546717,166.5589377,Ad,30,18,110.6560277
30249,207.1583398,181.7407505,Ad,13,25,65.05100844
30250,137.3358555,295.922576,Organic,12,13,95.81441557
30251,151.5940912,250.0187956,Ad,23,12,137.5288431
30252,249.1147896,183.4983362,Organic,23,33,155.7281448
30253,153.2076865,279.8757464,Ad,16,7,91.0432096
30254,287.3490612,145.9293529,Organic,14,16,84.10730145
30255,162.0969241,269.6878925,Ad,13,5,86.53657855
30256,128.489405,187.1562347,Ad,14,9,142.9135598
30257,119.7786812,223.0920899,Referral,17,12,57.93809844
30258,138.5946557,343.4440675,Ad,14,12,106.0779692
30259,201.4404487,125.3859089,Organic,14,14,113.8137639
30260,315.0737479,89.09628608,Referral,21,7,29.96706218
30261,143.5743401,161.8226393,Ad,17,13,115.3073296
30262,159.9766823,233.7362223,Organic,9,3,5.685772634
30263,185.1975157,145.3070546,Organic,8,5,6.815134198
30264,197.8847915,84.43822673,Ad,18,11,30.14265785
30265,133.2280544,190.9934052,Organic,12,7,98.28777211
30266,188.9139187,275.9183282,Ad,22,30,37.70041335
30267,217.8387509,176.2153255,Ad,19,31,106.8470941
30268,148.3511769,250.2282251,Ad,11,11,158.2507181
30269,167.6775031,225.0485763,Organic,13,16,119.726645
30270,232.8215512,162.6663655,Referral,20,12,92.44820547
30271,150.818906,265.9188028,Ad,10,11,84.27873956
30272,336.7890794,181.8190214,Organic,13,8,55.7831075
30273,250.4254793,187.4131994,Ad,13,22,68.59798534
30274,111.184609,111.9243439,Ad,12,20,115.3345294
30275,316.2138617,446.9365044,Ad,6,3,99.10007042
30276,190.3653266,297.4295943,Organic,15,11,61.90090127
30277,223.489676,211.1874053,Ad,15,9,137.0344317
30278,124.3113506,232.9292295,Ad,17,8,126.4646361
30279,255.0254116,272.2786152,Organic,9,6,101.279337
30280,112.6796275,183.9832435,Referral,11,8,42.99186059
30281,155.5356959,170.3291703,Ad,12,12,162.9903462
30282,194.0779266,155.5114037,Ad,20,22,166.6297195
30283,135.6728163,277.9756449,Organic,14,18,82.67474933
30284,117.2604449,201.5321883,Organic,12,10,145.1163562
30285,121.1420244,127.3815817,Ad,15,14,122.8019176
30286,165.5630888,144.0319206,Organic,13,10,12.8029892
30287,299.4679438,332.9878773,Referral,11,5,165.5095844
30288,85.67889528,193.7203166,Referral,15,6,32.87960424
30289,278.3678331,242.2479646,Ad,23,13,147.1222657
30290,275.5140502,198.5048578,Ad,14,6,46.41618969
30291,188.3299101,142.3931598,Organic,17,12,25.13492576
30292,158.1984236,257.53662,Organic,11,18,94.07236591
30293,137.6211063,233.8310424,Organic,23,15,126.6725984
30294,243.0119636,167.6845596,Referral,15,10,128.1508133
30295,321.2105436,157.4796015,Referral,13,11,102.8454006
30296,330.838977,338.1407206,Ad,13,7,207.0392657
30297,0.0,0.0,Ad,40,31,40.77537783
30298,328.2856953,446.6625283,Ad,16,3,102.0260523
30299,119.3941034,301.8236396,Ad,16,10,116.888379
30300,163.9999935,221.8086994,Organic,17,20,188.1665879
30301,255.3362132,179.2016761,Organic,15,17,83.06668396
30302,124.1086697,126.4915485,Ad,15,26,0.253750713
30303,115.6269712,226.1923126,Referral,12,16,192.3725477
30304,151.1950328,300.1490854,Ad,21,13,78.46671251
30305,163.6475658,180.2359492,Ad,10,17,101.3152772
30306,209.4699597,168.6260492,Referral,22,11,70.04532285
30307,155.5304685,171.9153218,Ad,13,11,98.88755257
30308,183.2124881,86.7533223,Ad,27,24,61.15236338
30309,186.3823708,237.3829339,Referral,23,17,48.6065992
30310,88.65338764,274.2966655,Ad,14,17,116.720329
30311,251.8010721,143.1687858,Referral,9,12,91.02331785
30312,291.1717109,239.7056696,Organic,9,12,110.4821973
30313,171.5070653,223.3475479,Ad,15,11,81.83623502
30314,98.40834734,158.7339963,Ad,17,14,101.4781582
30315,102.3453008,159.7328555,Ad,16,16,94.87567308
30316,182.3960454,218.8335631,Referral,13,25,79.37652506
30317,347.0979842,341.4590675,Ad,8,4,173.3481487
30318,135.6603227,215.4346013,Referral,21,8,168.4489818
30319,132.7068663,191.6889262,Organic,14,13,111.7660878
30320,125.6445612,199.2275709,Referral,17,10,67.21488856
30321,154.8509607,173.6167239,Ad,15,13,165.7429084
30322,135.3197123,257.1544038,Organic,16,13,116.0249178
30323,120.7976085,191.1054291,Ad,14,12,179.4188266
30324,156.153689,165.2991522,Ad,11,11,102.2095655
30325,306.6302069,145.9732495,Ad,26,29,75.23820822
30326,305.6095294,371.4362733,Ad,15,6,179.7994971
30327,247.4644204,244.6832815,Organic,13,12,199.3269039
30328,236.9531157,182.1264069,Organic,16,25,102.5205826
30329,176.5922,132.6401957,Referral,14,7,17.15439438
30330,156.219177,158.0995562,Ad,22,8,46.22973932
30331,86.2005024,106.4238783,Ad,8,6,19.87561491
30332,196.1967368,155.4031727,Ad,20,17,126.7144314
30333,236.3668988,343.2786156,Referral,9,4,160.8201898
30334,102.4504192,128.0412017,Ad,12,8,102.7809107
30335,188.4763037,195.1791054,Ad,16,17,72.01218554
30336,287.7529299,233.0958597,Ad,7,10,117.7823392
30337,246.508332,83.51642359,Ad,21,11,71.04515097
30338,195.4869878,300.8799786,Ad,22,13,49.79238523
30339,488.0302139,454.0874602,Ad,6,2,129.9216054
30340,243.019423,165.7732082,Ad,14,12,104.7727989
30341,198.7789058,129.2902153,Organic,10,9,0.299850369
30342,191.0013887,223.2626513,Ad,11,7,101.1787758
30343,243.8170573,293.3102139,Organic,16,7,91.02870609
30344,137.3499378,331.0546381,Ad,21,14,125.7247861
30345,355.1580612,324.0787658,Organic,8,3,99.94354492
30346,164.3989639,151.2685335,Ad,17,17,153.8132415
30347,169.6441655,134.4554112,Organic,15,11,70.9584552
30348,128.6227129,228.6165589,Ad,21,13,101.1148744
30349,199.9608671,269.4668237,Organic,9,8,92.10153443
30350,316.8336323,562.7650209,Organic,7,4,202.8179557
30351,235.1783619,417.5490164,Referral,11,7,100.6340986
30352,114.0121766,187.9869977,Referral,9,11,54.52432877
30353,209.0303731,380.1260943,Ad,14,6,143.5919176
30354,163.1041319,303.5013084,Referral,12,4,84.8409442
30355,363.4610836,371.1914746,Ad,8,3,115.0609863
30356,277.5594652,179.5908837,Ad,14,13,130.0662124
30357,231.9066021,226.2181722,Referral,15,17,189.5806317
30358,178.6783544,173.5858207,Organic,13,12,32.53237968
30359,131.4071227,196.8386982,Referral,12,19,144.3162701
30360,182.3417683,79.11475723,Ad,26,26,174.0466261
30361,151.9202832,204.5613535,Ad,18,15,103.9995365
30362,166.3235048,262.6264492,Ad,11,7,102.3426278
30363,183.4074477,290.3518744,Organic,24,23,148.4460148
30364,271.9556924,250.0379301,Organic,34,21,130.5653327
30365,88.31377374,304.6498419,Organic,13,15,131.4563599
30366,180.4514377,112.742448,Ad,19,6,61.78540697
30367,101.4265347,211.2090817,Ad,9,7,84.28610459
30368,277.7833425,132.6749645,Organic,15,12,96.44436984
30369,239.1025711,143.4378922,Referral,15,17,113.277519
30370,164.8208724,200.1297831,Referral,15,24,121.8272361
30371,219.2722935,133.7771173,Referral,21,10,64.62815911
30372,106.537017,300.2516903,Organic,13,13,111.3265877
30373,133.1495046,282.2808365,Organic,20,9,51.75677357
30374,345.4618597,215.5994082,Organic,25,29,58.301904
30375,142.9496412,204.9734881,Ad,9,6,91.96990786
30376,228.0490796,274.5593167,Ad,9,5,95.22887264
30377,129.3748927,257.7321857,Referral,19,16,13.147645
30378,143.1115074,173.8607543,Ad,22,31,121.7131137
30379,266.0241713,243.100144,Ad,8,7,129.9969585
30380,175.2537021,226.8116089,Ad,10,7,111.8978716
30381,103.9427049,83.81257963,Organic,14,14,25.53281827
30382,182.6098633,367.0346007,Referral,11,6,139.4608178
30383,246.1617206,169.3155586,Ad,16,15,35.67999276
30384,196.2273114,359.9212553,Referral,13,9,85.99792997
30385,160.4731887,178.2379073,Referral,17,17,90.53253988
30386,121.0158794,147.532996,Ad,13,8,42.89301805
30387,171.8900668,306.2031123,Ad,21,14,125.8392727
30388,202.8608046,169.9523754,Organic,31,32,29.29418787
30389,253.1946752,244.9246497,Ad,18,17,17.43502255
30390,203.8318497,154.0576678,Organic,17,11,43.28020327
30391,194.3934844,158.2555269,Referral,24,33,72.6144488
30392,126.5355689,212.5579672,Referral,22,7,99.47196946
30393,93.19157083,264.5504138,Ad,19,30,114.0963998
30394,239.0895708,138.5303045,Organic,27,27,78.61307805
30395,83.28832232,152.7016286,Organic,18,26,130.4323447
30396,135.09843,344.8969955,Organic,19,6,108.1491629
30397,327.9912446,144.5535348,Ad,13,3,3.141596146
30398,75.57629321,148.3706156,Referral,15,16,104.7079573
30399,291.6476398,231.0666915,Ad,29,31,182.1448489
30400,283.5652501,122.0445257,Referral,25,42,50.15656092
30401,273.363572,232.8305087,Organic,13,12,43.69689307
30402,223.506669,159.1962829,Ad,22,16,119.8384758
30403,144.190025,206.9727406,Ad,20,17,144.6651725
30404,126.7290036,166.5341036,Organic,17,11,60.88939943
30405,165.226469,238.8225974,Referral,12,9,164.392288
30406,178.775762,207.1863779,Ad,17,11,107.0109808
30407,140.5514724,129.8578206,Ad,22,23,62.9294833
30408,91.0523342,172.1091629,Ad,17,22,224.9694562
30409,219.9751474,286.1996024,Organic,9,6,136.6566221
30410,94.674557,117.6137772,Organic,15,7,42.93288042
30411,198.595312,282.2982308,Ad,12,9,185.6478371
30412,258.1494578,249.3134752,Organic,12,14,146.9706811
30413,152.5885449,227.5622491,Referral,11,15,113.0621383
30414,89.6605363,206.60677,Ad,17,15,71.95999309
30415,231.825276,193.2216058,Ad,9,8,144.0458841
30416,135.7285618,142.488034,Organic,10,9,49.0978175
30417,85.49179356,362.3184093,Organic,15,7,71.48471469
30418,225.5272165,198.292599,Organic,15,16,152.6800393
30419,211.3539854,186.7628069,Organic,8,11,104.5110412
30420,307.5553554,267.0651308,Ad,11,8,121.3042684
30421,199.4939079,322.0806933,Organic,13,6,172.7369514
30422,122.7359364,249.5331957,Ad,14,14,125.9209544
30423,250.8676111,340.4338836,Ad,9,4,91.48785345
30424,210.2374941,202.7078255,Organic,23,21,134.1989767
30425,306.6492481,376.9789812,Ad,10,5,125.5881677
30426,197.3805572,316.3939091,Referral,33,18,43.76024014
30427,187.24323,194.380475,Referral,17,10,72.76961596
30428,320.5680312,275.4579936,Referral,10,4,137.8706
30429,169.6007778,387.9617751,Organic,12,4,27.34662229
30430,202.6856722,259.09235,Referral,12,6,143.8396294
30431,138.4434309,248.8338332,Organic,10,11,188.1604839
30432,212.1995119,257.2023947,Ad,17,7,117.3705381
30433,197.3358125,77.95690484,Ad,20,19,43.46141461
30434,199.0062313,258.022807,Organic,13,9,164.463433
30435,185.7767595,96.8545427,Ad,18,10,96.94812497
30436,180.3386653,133.5673725,Ad,21,9,88.5896512
30437,203.9954164,73.90554859,Ad,23,23,93.12437518
30438,94.40202133,333.4575754,Organic,22,9,158.713689
30439,176.4128838,122.0743215,Organic,12,10,85.43014561
30440,253.7060383,276.1610778,Ad,7,6,111.432064
30441,128.9017116,134.7692201,Organic,19,17,117.661808
30442,394.1994613,615.617485,Ad,7,2,120.4595369
30443,368.7863558,467.4833118,Ad,5,2,122.5061403
30444,164.747676,289.4604298,Ad,17,17,89.54265196
30445,105.3749055,162.3667296,Ad,19,13,114.658095
30446,140.5041641,105.9786336,Referral,10,7,26.77830184
30447,286.3495764,232.0192144,Referral,10,13,118.3839868
30448,308.0801889,106.5119575,Organic,16,15,159.1024714
30449,178.1651962,124.6693423,Ad,20,5,15.49999017
30450,316.3849267,336.7150026,Organic,25,17,139.9619189
30451,266.0543593,198.8169895,Organic,5,6,67.49618061
30452,317.5781744,170.8058353,Ad,20,20,80.54885525
30453,158.6438215,195.3199037,Organic,22,19,136.1977419
30454,232.296131,140.84704,Ad,13,12,39.11077506
30455,119.0133304,178.3539836,Referral,11,19,162.7793086
30456,217.6120397,203.0070746,Referral,17,9,184.731142
30457,164.2412994,133.316917,Organic,28,22,39.76497988
30458,256.3571007,187.7412107,Organic,28,27,79.57634198
30459,271.7514561,268.5363894,Referral,11,7,210.8866421
30460,231.7106007,124.6210506,Organic,19,28,96.81749691
30461,185.8520095,200.7766828,Organic,11,6,53.24038354
30462,208.5023546,189.3222242,Organic,17,20,167.6525957
30463,203.3164309,168.6536079,Ad,11,8,72.15657158
30464,191.2967835,158.1172088,Referral,19,18,76.10208864
30465,108.0756711,226.7572282,Referral,10,13,61.94977265
30466,273.228929,270.0145659,Organic,7,6,52.03484759
30467,273.4675629,478.7217204,Ad,10,4,130.8386254
30468,110.0166552,222.0482459,Ad,14,18,70.24218661
30469,155.7380491,235.1218102,Organic,23,8,120.9559068
30470,152.0716425,320.9009921,Ad,11,6,44.11411868
30471,164.020099,156.4023475,Organic,13,9,85.21048911
30472,183.8733664,136.7582225,Organic,19,48,55.62840234
30473,346.0264697,398.8317701,Ad,11,5,178.5215114
30474,253.8945292,190.6139622,Ad,15,18,117.9852435
30475,164.2548739,115.5675994,Ad,14,10,98.66408589
30476,165.8876543,228.8593917,Ad,20,17,180.3257077
30477,209.7491356,300.8589357,Ad,16,6,126.8844028
30478,227.7575511,148.766505,Ad,14,9,127.7137685
30479,57.55550837,334.3359347,Organic,18,13,135.7410599
30480,106.0976745,218.9895481,Ad,17,14,104.4906061
30481,268.9834702,97.0947175,Ad,31,23,56.03564947
30482,130.3955082,245.4773008,Ad,19,12,110.0947747
30483,115.3172203,200.8886673,Ad,11,14,45.87008368
30484,298.9244176,107.5702836,Referral,19,20,100.0662896
30485,283.9308256,256.6130489,Ad,7,7,193.4196665
