id,outcome,treat,channel,recency,frequency,monetary
20320,142.2611892,0,Organic,20,24,162.5868898
20321,148.6103363,0,Ad,18,25,114.0994976
20322,136.2171522,0,Organic,12,15,158.5291376
20323,166.8602162,0,Ad,11,7,84.04660471
20324,259.248897,0,Organic,22,17,123.8277322
20325,202.1883178,0,Ad,14,15,14.93712263
20326,230.5545228,1,Organic,11,7,137.9145243
20327,110.4288483,0,Ad,15,7,38.63967828
20328,86.6915717,1,Ad,17,10,18.58309647
20329,912.0683367,0,Referral,6,1,199.2680581
20330,154.7497314,1,Referral,17,15,80.28062246
20331,322.0020294,0,Referral,6,3,129.7635912
20332,163.1005903,1,Ad,25,30,128.0241123
20333,224.3716478,1,Ad,14,7,93.09679364
20334,219.8012145,1,Organic,6,4,9.732126117
20335,139.3290126,0,Ad,15,15,91.01517165
20336,153.5828993,1,Ad,18,7,53.22753434
20337,282.3631381,0,Ad,13,4,106.8819933
20338,236.8632377,0,Referral,15,17,81.49223525
20339,271.189387,1,Referral,14,19,64.99490386
20340,211.8995562,1,Referral,14,20,79.932901
20341,134.8109906,0,Organic,12,10,91.27264541
20342,108.260939,1,Ad,12,7,45.0933327
20343,228.479664,0,Organic,24,22,65.83337024
20344,125.4568962,0,Organic,22,14,32.91281054
20345,222.8424398,0,Referral,14,12,116.5121305
20346,197.3884857,1,Referral,21,19,38.51894055
20347,290.6473165,0,Organic,7,5,115.6807436
20348,109.3746126,0,Organic,13,19,90.69705536
20349,352.5032847,0,Ad,7,8,174.8213222
20350,189.7180681,1,Organic,22,12,111.7359939
20351,141.4394068,0,Organic,12,5,77.2184626
20352,214.4625294,1,Ad,14,19,134.2445377
20353,106.5706055,0,Ad,18,14,178.6381914
20354,161.5440902,0,Referral,18,24,24.87801385
20355,216.8498273,0,Ad,7,3,54.41635715
20356,189.0206981,0,Referral,17,17,62.27265919
20357,274.4617644,1,Ad,21,14,112.9513957
20358,87.73378646,0,Referral,11,7,29.84149099
20359,100.4512385,1,Organic,10,11,80.30475541
20360,98.02428071,1,Ad,13,7,25.57109631
20361,210.6277136,0,Organic,15,21,76.79954745
20362,199.3311684,0,Organic,17,14,117.9315782
20363,272.9818504,0,Ad,7,2,67.89276756
20364,238.4422907,0,Referral,32,21,3.755727161
20365,276.1759703,1,Organic,11,7,130.8658122
20366,194.726623,1,Ad,7,7,59.28067876
20367,108.706425,1,Referral,14,20,98.50522138
20368,202.2757374,1,Ad,19,10,77.96271926
20369,225.6018372,0,Organic,17,14,48.2127291
20370,172.7998234,0,Organic,9,9,76.09746599
20371,152.5275815,1,Referral,31,32,52.47557118
20372,259.8656232,1,Organic,16,16,88.20295374
20373,146.2172292,0,Ad,13,13,61.47913353
20374,136.3089976,1,Referral,22,15,1.672445954
20375,215.45388,0,Organic,9,10,13.46004485
20376,337.3805959,1,Ad,7,5,72.61405099
20377,160.2761597,1,Organic,21,22,138.8657556
20378,291.367382,0,Organic,12,16,39.64858225
20379,185.12459,1,Organic,9,12,159.7513977
20380,123.2819205,0,Referral,11,10,75.62762774
20381,395.6612157,0,Referral,11,3,146.6705574
20382,220.3178418,0,Referral,25,22,96.59137173
20383,316.0362121,0,Ad,12,4,95.1275049
20384,138.0176841,0,Referral,12,12,27.35955488
20385,118.8255637,0,Organic,11,20,124.9990277
20386,238.0706227,0,Referral,8,5,64.15843461
20387,61.61085969,0,Ad,15,16,129.9422087
20388,344.2588058,1,Ad,12,18,156.6169056
20389,173.8666199,0,Organic,14,16,72.47777205
20390,119.5679421,0,Organic,10,10,146.9665965
20391,157.1040777,1,Ad,15,25,128.0133189
20392,183.4555631,1,Organic,9,15,75.63827075
20393,264.1834564,1,Ad,11,11,143.805784
20394,249.0060627,0,Ad,18,29,126.85994
20395,228.8265276,1,Referral,12,7,146.4125775
20396,277.6669458,0,Referral,29,23,80.26237058
20397,188.0830315,1,Ad,8,16,151.5684096
20398,126.8824251,0,Ad,18,31,159.7576465
20399,96.93596825,1,Ad,19,14,38.80512062
20400,163.1187906,1,Organic,16,24,75.59772431
20401,181.1148866,1,Referral,18,12,142.5811046
20402,170.2769943,1,Ad,29,22,84.71359959
20403,110.8356004,0,Referral,10,19,117.4602642
20404,395.2838984,1,Ad,22,16,99.44460837
20405,190.2293938,0,Referral,20,18,85.68820324
20406,133.8594723,1,Ad,10,11,102.1491914
20407,140.7073577,0,Referral,15,11,98.79890218
20408,311.6251614,0,Referral,25,20,56.76174611
20409,153.7226396,1,Ad,24,11,42.65708425
20410,132.9491056,1,Referral,18,12,47.99081521
20411,370.8478899,0,Referral,13,4,97.38128242
20412,266.4886584,1,Ad,14,6,128.3354747
20413,157.4722837,0,Organic,21,14,66.62411758
20414,207.2207973,0,Ad,17,19,57.6623263
20415,157.9286052,0,Ad,23,22,178.2357182
20416,347.0424036,1,Organic,17,20,110.0940244
20417,76.16849175,0,Ad,12,13,114.9233692
20418,464.8357285,0,Referral,6,3,207.7646176
20419,159.1056045,1,Referral,19,16,60.87723154
20420,112.1538091,1,Referral,17,18,132.8751427
20421,202.7211434,0,Ad,15,6,125.3096365
20422,277.0528335,0,Referral,15,14,17.84777211
20423,105.1660409,1,Ad,13,18,117.9763376
20424,119.4693279,0,Organic,15,10,67.82586814
20425,78.48005375,1,Referral,21,19,93.65707128
20426,279.0162198,1,Ad,7,8,106.6951835
20427,195.8020228,1,Referral,15,17,108.8985392
20428,194.8864955,1,Organic,17,14,158.5885921
20429,199.7684535,1,Ad,17,27,129.9873011
20430,146.9052043,0,Organic,22,13,66.97738775
20431,105.7490684,0,Ad,16,3,43.19463461
20432,152.1646992,1,Organic,11,12,102.0736515
20433,146.245764,1,Ad,27,17,115.4677578
20434,257.351122,1,Ad,13,10,118.4459443
20435,228.5619884,0,Ad,16,15,114.3738671
20436,158.7983592,0,Ad,19,11,161.1092409
20437,115.8187029,1,Referral,17,14,42.40769463
20438,189.8060994,1,Ad,13,13,31.11126511
20439,121.5159429,0,Ad,14,12,90.10673453
20440,233.2621038,1,Organic,9,12,96.72627029
20441,228.7371463,1,Ad,28,19,13.90489882
20442,123.7682567,0,Organic,16,16,34.80216268
20443,405.4610792,0,Referral,5,2,138.2867973
20444,113.9831551,1,Referral,15,18,114.9555781
20445,120.1885578,1,Ad,21,21,76.89744198
20446,420.6130769,1,Referral,9,3,122.1150801
20447,140.2398976,0,Organic,9,12,138.2012568
20448,175.8055656,0,Ad,23,13,115.2874641
20449,207.9599544,0,Organic,11,7,128.9561633
20450,139.4328206,0,Ad,19,18,139.2277356
20451,151.4844564,0,Organic,15,17,105.541005
20452,284.6670382,1,Ad,23,19,119.4944493
20453,97.01014055,0,Organic,13,20,79.98488037
20454,190.3880721,0,Ad,11,12,207.7175284
20455,208.5419039,0,Referral,19,17,140.149328
20456,145.3257507,0,Ad,23,42,140.0317429
20457,122.4859459,0,Organic,14,17,104.2776832
20458,169.1972915,1,Ad,29,30,136.0169475
20459,168.5328779,1,Referral,11,9,57.87550903
20460,338.6697912,0,Ad,30,16,75.19609196
20461,140.1558118,0,Organic,17,11,81.71488266
20462,255.1484649,0,Organic,25,29,155.1704401
20463,327.1668352,1,Ad,10,8,59.68907231
20464,125.1376677,0,Organic,14,17,173.5947274
20465,232.6798417,1,Ad,16,10,92.47686679
20466,151.6551936,1,Referral,10,12,97.05540303
20467,231.4302364,1,Ad,15,6,153.3650061
20468,384.8428,1,Ad,7,6,174.3163665
20469,107.3399794,0,Ad,18,8,32.14596284
20470,167.2388665,1,Ad,19,33,83.93561975
20471,278.0356172,1,Organic,19,4,95.60673463
20472,116.6133711,0,Referral,17,12,90.40214581
20473,276.5306152,0,Organic,20,17,157.9341369
20474,265.3338362,0,Ad,12,4,125.75615
20475,267.695613,0,Organic,21,16,105.5151049
20476,260.8051702,0,Referral,11,5,86.804112
20477,154.0414232,0,Ad,15,12,128.4409154
20478,291.1020613,0,Organic,28,21,54.86431841
20479,151.7776362,1,Ad,15,15,100.0968517
20480,345.539331,0,Referral,13,9,114.9772367
20481,165.3086025,1,Referral,11,10,44.36550417
20482,338.230919,0,Ad,14,8,191.2441957
20483,228.3619972,1,Organic,14,7,101.0476064
20484,154.0009588,0,Referral,13,20,117.2727945
20485,159.2305418,1,Ad,15,9,132.8401561
20486,163.9812013,0,Referral,24,28,60.00816535
20487,104.4700763,1,Ad,22,15,110.2298699
20488,205.5261561,0,Referral,12,3,82.73074677
20489,239.428165,1,Organic,8,11,223.9142273
20490,117.5239513,0,Ad,15,14,65.97707421
20491,233.0719787,1,Organic,13,5,113.2360041
20492,246.7347244,1,Organic,16,6,124.2859601
20493,246.9128259,1,Referral,11,9,29.97905629
20494,190.2307971,0,Referral,11,14,129.3746739
20495,125.3044461,0,Ad,21,9,108.4805029
20496,195.1049032,0,Referral,16,9,167.7191265
20497,293.0004861,1,Referral,19,15,40.34571105
20498,281.9873816,0,Organic,14,9,70.47053019
20499,211.1216324,0,Referral,12,8,32.29029321
20500,96.66482477,0,Referral,12,9,115.2400928
20501,181.0215269,0,Organic,18,20,165.5476466
20502,108.5314432,1,Referral,20,17,122.6365422
20503,239.5289979,1,Organic,18,26,125.0025717
20504,139.7315893,0,Ad,14,24,143.1655782
20505,178.3474848,1,Ad,9,8,152.9121602
20506,212.7084113,1,Referral,15,13,69.41920926
20507,226.5651478,0,Organic,20,7,66.07280462
20508,103.7750562,0,Referral,19,17,78.07905782
20509,172.722594,0,Organic,26,20,248.9659846
20510,161.2701163,1,Ad,24,24,148.0718715
20511,207.9666243,1,Organic,26,15,197.984467
20512,237.2578322,0,Ad,12,26,77.91931505
20513,222.8654035,0,Organic,13,12,90.98344484
20514,132.8044371,0,Ad,14,17,114.6932085
20515,249.5785522,0,Organic,11,5,83.90768656
20516,275.7217152,1,Organic,13,11,186.793468
20517,304.5062268,1,Ad,27,38,46.59144842
20518,219.2619124,0,Ad,14,8,11.60104263
20519,129.0812802,1,Ad,16,8,34.81678252
20520,183.8660976,1,Organic,36,36,100.3352847
20521,104.3799198,0,Ad,14,8,113.6175396
20522,200.1567712,0,Organic,24,26,88.86339165
20523,212.0595018,1,Organic,10,4,2.372445054
20524,194.7869697,0,Organic,10,10,48.55062891
20525,212.0966585,1,Organic,11,11,85.42609971
20526,201.4653303,0,Organic,6,7,88.74299151
20527,247.5400392,1,Organic,25,36,65.86002674
20528,194.0965874,1,Organic,15,10,106.9118711
20529,309.200053,1,Referral,10,9,162.818503
20530,152.1562984,0,Organic,12,3,54.35725404
20531,62.91924122,0,Ad,18,9,88.68632099
20532,213.4383907,0,Ad,22,36,8.846610184
20533,229.5617316,1,Organic,20,24,69.2140813
20534,143.5760535,1,Ad,25,20,30.13366211
20535,199.1505941,0,Ad,15,8,60.89713678
20536,105.7867314,0,Referral,12,14,85.7819008
20537,116.1139227,0,Organic,23,22,108.1859093
20538,123.6182428,0,Ad,19,18,48.86268831
20539,184.242643,0,Ad,15,12,164.0010701
20540,108.3451209,1,Referral,27,25,122.8887216
20541,166.5238071,0,Referral,15,12,174.3671342
20542,174.7388556,0,Ad,10,6,122.908495
20543,201.4510149,1,Organic,18,10,90.27756933
20544,137.6118884,0,Organic,18,23,40.42597741
20545,121.5310915,0,Referral,13,4,67.64878056
20546,152.5043964,1,Ad,11,10,43.04781492
20547,223.7114487,1,Ad,9,8,150.6665842
20548,224.5998871,1,Organic,15,11,95.88821798
20549,182.223921,0,Ad,16,16,60.06534292
20550,208.6937382,1,Ad,8,7,139.8214232
20551,231.9386606,0,Organic,13,12,61.33048447
20552,239.8166639,0,Organic,10,8,85.52431509
20553,145.5035061,1,Organic,15,12,47.35813504
20554,160.6680311,1,Referral,20,16,5.067334946
20555,197.335198,1,Referral,24,15,151.5219879
20556,267.8204831,1,Ad,13,13,24.62476246
20557,100.0214382,1,Organic,25,17,121.4566933
20558,288.5815239,1,Organic,9,8,120.2835388
20559,183.2235692,1,Organic,16,10,163.2904937
20560,192.8877697,0,Ad,11,11,43.38989877
20561,203.3142572,0,Referral,14,16,62.08613981
